Track,Artist,Album,Album_type,Licensed,official_video
Meet Me in the Woods,Lord Huron,Strange Trails,album,False,False
I Lied (with Allison Ponthier),Lord Huron,Long Lost,album,False,True
Harvest Moon - Recorded at Spotify Studios NYC,Lord Huron,Spotify Singles,single,False,False
When the Night is Over,Lord Huron,Vide Noir,album,True,True
Love Like Ghosts,Lord Huron,Strange Trails,album,False,False
Love Me Like You Used To,Lord Huron,Long Lost,album,True,True
The Moon Doesn’t Mind,Lord Huron,Long Lost,album,True,True
July,Noah Cyrus,THE END OF EVERYTHING,album,True,True
July (feat. Leon Bridges),Noah Cyrus,July (feat. Leon Bridges),single,True,True
Lonely,Noah Cyrus,THE END OF EVERYTHING,album,True,True
Dear August,Noah Cyrus,Dear August,single,True,True
Again (feat. XXXTENTACION),Noah Cyrus,Again (feat. XXXTENTACION),single,True,True
I Burned LA Down,Noah Cyrus,The Hardest Part,album,True,True
Make Me (Cry),Noah Cyrus,Make Me (Cry),single,True,True
All Falls Down (feat. Juliander),Noah Cyrus,Different World,album,True,True
I Just Want a Lover,Noah Cyrus,The Hardest Part,album,True,True
Mr. Percocet,Noah Cyrus,The Hardest Part,album,True,True
Collard Greens,ScHoolboy Q,Oxymoron (Deluxe),album,True,True
Man Of The Year,ScHoolboy Q,Oxymoron (Deluxe),album,True,True
Studio,ScHoolboy Q,Oxymoron (Deluxe),album,True,True
X (with 2 Chainz & Saudi),ScHoolboy Q,Black Panther The Album Music From And Inspired By,album,False,False
CrasH,ScHoolboy Q,CrasH Talk,album,False,False
Numb Numb Juice,ScHoolboy Q,CrasH Talk,album,True,True
Dangerous (feat. Kid Cudi),ScHoolboy Q,CrasH Talk,album,True,True
Hands On The Wheel,ScHoolboy Q,Hands On The Wheel,single,False,False
THat Part,ScHoolboy Q,Blank Face LP,album,True,True
Floating (feat. 21 Savage),ScHoolboy Q,CrasH Talk,album,True,True
Follow Me,Rita Ora,Follow Me,single,True,True
You for Me,Rita Ora,You for Me,single,True,True
Ritual,Rita Ora,The London Sessions,album,True,True
You Only Love Me,Rita Ora,You Only Love Me,single,True,True
Poison,Rita Ora,Poison,single,True,True
Let You Love Me,Rita Ora,Phoenix (Deluxe Edition),album,False,True
I Will Never Let You Down,Rita Ora,I Will Never Let You Down,single,True,True
For You (With Rita Ora),Rita Ora,LP1,album,True,True
Your Song,Rita Ora,Phoenix (Deluxe Edition),album,False,True
"Carry On (from the Original Motion Picture ""POKÉMON Detective Pikachu"")",Rita Ora,"Carry On (from the Original Motion Picture ""POKÉMON Detective Pikachu"")",single,True,True
Us,James Bay,Electric Light,album,True,True
Let It Go,James Bay,Chaos And The Calm,album,True,True
Hold Back The River,James Bay,Chaos And The Calm,album,True,True
Chasing Stars (feat. James Bay),James Bay,Chasing Stars (feat. James Bay),single,True,True
Peer Pressure,James Bay,Oh My Messy Mind,single,True,True
If You Ever Wanna Be In Love - James Bay Spotify Session 2015,James Bay,James Bay Spotify Session 2015,single,True,True
Wild Love - Acoustic,James Bay,Wild Love (Acoustic),single,True,True
"If I Ain’t Got You - James Bay Spotify Session 2015 ""Alicia Keys Cover""",James Bay,James Bay Spotify Session 2015,single,True,True
Us - Acoustic,James Bay,Us (Acoustic),single,True,True
Let It Go - James Bay Spotify Session 2015,James Bay,James Bay Spotify Session 2015,single,True,True
Bang Bang,Jessie J,Sweet Talker (Deluxe Version),album,True,True
Price Tag,Jessie J,Who You Are (Platinum Edition),album,True,True
Domino,Jessie J,Who You Are (Platinum Edition),album,True,True
"Flashlight - From ""Pitch Perfect 2"" Soundtrack",Jessie J,Pitch Perfect 2 - Special Edition (Original Motion Picture Soundtrack),compilation,True,True
Man With The Bag,Jessie J,This Christmas Day,album,True,True
Who You Are,Jessie J,Who You Are (Platinum Edition),album,True,True
Masterpiece,Jessie J,Sweet Talker (Deluxe Version),album,True,True
Sexy Lady,Jessie J,Alive (Deluxe Edition),album,False,False
I Want Love,Jessie J,I Want Love,single,True,True
Do It Like A Dude,Jessie J,Who You Are (Platinum Edition),album,True,True
La-Le-Lu,Die Kita-Frösche,Die 30 besten Schlaflieder für Kinder,album,True,True
Aramsamsam,Die Kita-Frösche,Die 30 besten Spiel- Und Bewegungslieder,album,True,True
"Schlaf, Kindlein, schlaf",Die Kita-Frösche,Die 30 besten Schlaflieder für Kinder,album,True,True
Tschu Tschu Wa,Die Kita-Frösche,Die 30 besten Faschings- und Karnevalslieder,album,True,True
So a schöner Tag (Fliegerlied),Die Kita-Frösche,Die 30 besten Partylieder für Kinder,album,True,True
"Guten Abend, gut' Nacht",Die Kita-Frösche,Die 30 besten Schlaflieder für Kinder,album,True,True
Der Mond ist aufgegangen,Die Kita-Frösche,Die 30 besten Schlaflieder für Kinder,album,True,True
"Hallo, hallo, schön, dass du da bist",Die Kita-Frösche,Die 30 besten Spiel- Und Bewegungslieder,album,True,True
Meine Hände sind verschwunden,Die Kita-Frösche,Die 30 besten Spiel- Und Bewegungslieder,album,True,True
Ich bin ein Einhorn,Die Kita-Frösche,Die 30 besten Lieder für Mädchen,album,True,True
BRODIES,Ufo361,BRODIES,single,True,True
Scheiß auf eure Party,Ufo361,Ich bin 2 Berliner,album,True,True
UFUK BAYRAKTAR,Ufo361,UFUK BAYRAKTAR,single,True,True
04:30,Ufo361,WAVE,album,True,True
allein allein,Ufo361,allein allein,single,True,True
Emotions 2.0,Ufo361,Emotions 2.0,single,False,False
7,Ufo361,STAY HIGH,album,False,False
Emotions,Ufo361,Rich Rich,album,True,True
NO REPLY,Ufo361,NO REPLY,single,True,True
Fendi Drip,Ufo361,MILLIES,album,True,True
La-Le-Lu,Karsten Glück,Die 30 besten Schlaflieder für Kinder,album,True,True
Aramsamsam,Karsten Glück,Die 30 besten Spiel- Und Bewegungslieder,album,True,True
"Schlaf, Kindlein, schlaf",Karsten Glück,Die 30 besten Schlaflieder für Kinder,album,True,True
Tschu Tschu Wa,Karsten Glück,Die 30 besten Faschings- und Karnevalslieder,album,True,True
So a schöner Tag (Fliegerlied),Karsten Glück,Die 30 besten Partylieder für Kinder,album,True,True
"Guten Abend, gut' Nacht",Karsten Glück,Die 30 besten Schlaflieder für Kinder,album,False,False
Der Mond ist aufgegangen,Karsten Glück,Die 30 besten Schlaflieder für Kinder,album,True,True
"Hallo, hallo, schön, dass du da bist",Karsten Glück,Die 30 besten Spiel- Und Bewegungslieder,album,True,True
Meine Hände sind verschwunden,Karsten Glück,Die 30 besten Spiel- Und Bewegungslieder,album,True,True
Ich bin ein Einhorn,Karsten Glück,Die 30 besten Lieder für Mädchen,album,True,True
La-Le-Lu,Simone Sommerland,Die 30 besten Schlaflieder für Kinder,album,True,True
Aramsamsam,Simone Sommerland,Die 30 besten Spiel- Und Bewegungslieder,album,True,True
"Schlaf, Kindlein, schlaf",Simone Sommerland,Die 30 besten Schlaflieder für Kinder,album,True,True
Tschu Tschu Wa,Simone Sommerland,Die 30 besten Faschings- und Karnevalslieder,album,True,True
So a schöner Tag (Fliegerlied),Simone Sommerland,Die 30 besten Partylieder für Kinder,album,True,True
"Guten Abend, gut' Nacht",Simone Sommerland,Die 30 besten Schlaflieder für Kinder,album,True,True
Der Mond ist aufgegangen,Simone Sommerland,Die 30 besten Schlaflieder für Kinder,album,True,True
"Hallo, hallo, schön, dass du da bist",Simone Sommerland,Die 30 besten Spiel- Und Bewegungslieder,album,True,True
Meine Hände sind verschwunden,Simone Sommerland,Die 30 besten Spiel- Und Bewegungslieder,album,True,True
Ich bin ein Einhorn,Simone Sommerland,Die 30 besten Lieder für Mädchen,album,True,True
Sweden,C418,Minecraft - Volume Alpha,album,True,True
Subwoofer Lullaby,C418,Minecraft - Volume Alpha,album,True,True
Minecraft,C418,Minecraft - Volume Alpha,album,True,True
Wet Hands,C418,Minecraft - Volume Alpha,album,True,True
Key,C418,Minecraft - Volume Alpha,album,True,True
Mice On Venus,C418,Minecraft - Volume Alpha,album,True,True
Dry Hands,C418,Minecraft - Volume Alpha,album,True,True
Aria Math,C418,Minecraft - Volume Beta,album,False,False
Moog City,C418,Minecraft - Volume Alpha,album,True,True
Haggstrom,C418,Minecraft - Volume Alpha,album,True,True
Pumped Up Kicks,Foster The People,Torches,album,True,True
Imagination,Foster The People,Imagination,single,True,True
Sit Next to Me,Foster The People,Sacred Hearts Club,album,True,True
Houdini,Foster The People,Torches,album,True,True
Helena Beat,Foster The People,Torches,album,True,True
Don't Stop (Color on the Walls),Foster The People,Torches,album,True,True
Lotus Eater,Foster The People,Sacred Hearts Club,album,True,True
Call It What You Want,Foster The People,Torches,album,True,True
Lamb's Wool,Foster The People,Lamb's Wool,single,False,False
I Would Do Anything for You,Foster The People,Torches,album,True,True
In The Dark,Purple Disco Machine,Exotica (Deluxe),album,True,True
Hypnotized,Purple Disco Machine,Exotica,album,True,True
About Damn Time - Purple Disco Machine Remix,Purple Disco Machine,About Damn Time (Purple Disco Machine Remix),single,True,True
Dopamine (feat. Eyelar),Purple Disco Machine,Exotica,album,True,True
Fireworks (feat. Moss Kena & The Knocks),Purple Disco Machine,Exotica,album,True,True
Feel My Needs - Purple Disco Machine Remix,Purple Disco Machine,Feel My Needs (Purple Disco Machine Remix),single,True,True
Wake Up! (feat. Kaleta),Purple Disco Machine,Wake Up! (feat. Kaleta),single,True,True
Coma Cat - Purple Disco Machine Re-Work,Purple Disco Machine,Coma Cat (Purple Disco Machine Re-Work),single,True,True
Groovejet (If This Ain't Love) [feat. Sophie Ellis-Bextor] - Purple Disco Machine & Lorenz Rhode Remix,Purple Disco Machine,Groovejet (If This Ain't Love) [feat. Sophie Ellis-Bextor] [Purple Disco Machine & Lorenz Rhode Remix],single,True,True
Rain On Me - Purple Disco Machine Remix - Edit,Purple Disco Machine,Rain On Me (Purple Disco Machine Remix),single,True,True
Disfruto,Carla Morrison,Déjenme Llorar,album,True,True
Te Regalo,Carla Morrison,Amor Supremo (Desnudo),album,True,True
Eres Tú,Carla Morrison,Déjenme Llorar,album,True,True
Déjenme Llorar,Carla Morrison,Déjenme Llorar,album,True,True
Compartir,Carla Morrison,Mientras Tú Dormías,album,True,True
Hasta la Piel,Carla Morrison,Déjenme Llorar,album,True,True
Todo Pasa,Carla Morrison,Amor Supremo,album,False,False
Contigo,Carla Morrison,El Renacimiento,album,True,True
Diamantes,Carla Morrison,El Renacimiento,album,True,True
Disfruto - Audioiko Remix,Carla Morrison,Disfruto (Audioiko Remix),single,False,True
A Thousand Years,Christina Perri,A Thousand Years,single,True,True
Jar of Hearts,Christina Perri,lovestrong.,album,True,True
you are my sunshine,Christina Perri,songs for carmella: lullabies & sing-a-longs,album,True,True
human,Christina Perri,head or heart,album,True,True
A Thousand Years (feat. Steve Kazee) - Pt. 2; The Twilight Saga: Breaking Dawn Soundtrack,Christina Perri,The Twilight Saga: Breaking Dawn - Part 2 (Original Motion Picture Soundtrack),compilation,True,True
arms,Christina Perri,lovestrong.,album,True,True
here comes the sun,Christina Perri,songs for rosie,album,True,True
merry christmas darling,Christina Perri,a very merry perri christmas (extra presents),album,True,True
blue,Christina Perri,a lighter shade of blue,album,True,True
you mean the whole wide world to me,Christina Perri,you mean the whole wide world to me,single,True,True
Te Ire A Buscar,Nanpa Básico,Te Ire A Buscar,single,False,False
Canela,Nanpa Básico,Canela,single,True,True
Los No Tan Tristes,Nanpa Básico,Los No Tan Tristes,album,True,True
Sin Ti Estoy Bien,Nanpa Básico,Sin Ti Estoy Bien,single,True,True
Flaca,Nanpa Básico,Flaca,single,True,True
Invisibles,Nanpa Básico,Los No Tan Tristes,album,True,True
Quiéreme Así,Nanpa Básico,HECHO M13RD4,album,True,True
Ya para Que,Nanpa Básico,Según Nosotros,album,True,True
La Última,Nanpa Básico,La Última,single,True,True
Verte Cerquita,Nanpa Básico,Verte Cerquita,single,True,True
Treehouse,Alex G,Treehouse,single,True,True
Mary,Alex G,Trick,album,False,False
16 Mirrors,Alex G,Trick,album,False,False
Advice,Alex G,Trick,album,True,True
Sarah,Alex G,Trick,album,False,False
Change,Alex G,Trick,album,False,False
Runner,Alex G,God Save The Animals,album,True,True
Gnaw,Alex G,Race,album,False,False
Forever,Alex G,Trick,album,False,False
Hope,Alex G,House of Sugar,album,True,True
Tu Silueta,Kevin Roldan,Tu Silueta,single,False,False
Tu Gato Bellaco - Remix,Kevin Roldan,Tu Gato Bellaco (Remix),single,False,True
Hasta Abajo,Kevin Roldan,KrING,album,True,True
PPP,Kevin Roldan,KrING,album,True,True
Las 12,Kevin Roldan,Las 12,single,False,False
Salgamos,Kevin Roldan,The Beginning,album,True,True
MDE,Kevin Roldan,MDE,single,True,True
SUSANA (Remix),Kevin Roldan,SUSANA (Remix),single,True,True
Una Noche Más,Kevin Roldan,The Beginning,album,False,False
Hasta Abajo - Remix,Kevin Roldan,Bofff (Deluxe),album,False,False
BABY OTAKU,Fran C,BABY OTAKU,single,False,True
Bellakera,Fran C,Welcome To My World,album,False,True
Kela Toke (feat. Tunechikidd),Fran C,Diablo Santo,single,True,True
Amor de Luto - Remix,Fran C,Amor de Luto (Remix),single,True,True
Experimento 01,Fran C,Experimento 01,single,False,True
Bellakito,Fran C,Diablo Santo,single,True,True
Sabes Que Te Quiero,Fran C,Desafioshishi,album,False,False
Experimento 03,Fran C,Experimento 03,single,False,True
Solo Me Dejaste,Fran C,Desafioshishi,album,False,False
Vuelve,Fran C,Vuelve,single,False,False
"Don't Give Up On Me - (From ""Five Feet Apart"")",Andy Grammer,Naive,album,False,True
"Honey, I'm Good.",Andy Grammer,Magazines Or Novels,album,False,True
Keep Your Head Up,Andy Grammer,Andy Grammer,album,True,True
Lease On Life,Andy Grammer,Lease On Life,single,False,True
Fresh Eyes,Andy Grammer,The Good Parts,album,False,True
Joy,Andy Grammer,Joy,single,True,True
Saved My Life (with R3HAB),Andy Grammer,Saved My Life (with R3HAB),single,False,True
I Found You,Andy Grammer,I Found You,single,True,True
Damn It Feels Good To Be Me,Andy Grammer,Damn It Feels Good To Be Me,single,False,True
Fine By Me,Andy Grammer,Andy Grammer,album,False,True
Love Tonight (David Guetta Remix Edit),Shouse,Love Tonight (David Guetta Remix),single,True,True
Love Tonight (Edit),Shouse,Love Tonight,single,True,True
Won't Forget You (Edit),Shouse,Won't Forget You,single,True,True
Never Let You Go,Shouse,Never Let You Go,single,False,True
Love Tonight (Robin Schulz Remix),Shouse,Love Tonight (Robin Schulz Remix),single,True,True
Love Tonight,Shouse,Love Tonight,single,True,True
Love Tonight (Vintage Culture & Kiko Franco Remix Edit),Shouse,Love Tonight (Vintage Culture & Kiko Franco Remix),single,False,False
Won't Forget You (Felix Jaehn Remix Edit),Shouse,Won't Forget You (Remixes),single,True,True
Won't Forget You,Shouse,Won't Forget You,single,True,True
Love Tonight (David Guetta Remix),Shouse,Love Tonight (David Guetta Remix),single,True,True
Nostálgico,Rvssian,Nostálgico,single,False,True
Mamma Mia,Rvssian,Mamma Mia,single,True,True
1 On 3 (feat. Rvssian),Rvssian,1 On 3 (feat. Rvssian),single,True,True
Sex & Love,Rvssian,Portales,album,True,True
Ring Ring (with Rvssian feat. Clever),Rvssian,Death Race For Love (Bonus Track Version),album,False,True
Si Tu Lo Dejas,Rvssian,Si Tu Lo Dejas,single,True,True
Krippy Kush,Rvssian,TrapXficante,album,True,True
Ponle,Rvssian,Ponle,single,False,True
Privado,Rvssian,Privado,single,True,True
No Me Ame,Rvssian,No Me Ame,single,False,True
IT'S YOU (feat. keshi),MAX,IT'S YOU (feat. keshi),single,False,True
Butterflies,MAX,Butterflies,single,False,True
Blueberry Eyes (feat. SUGA of BTS),MAX,Colour Vision,album,True,True
Take Over,MAX,Take Over,single,True,True
Lights Down Low,MAX,Hell's Kitchen Angel,album,False,True
Love Me Less (feat. Quinn XCII),MAX,Love Me Less (feat. Quinn XCII),single,True,True
Worst Day,MAX,Worst Day,single,True,True
Burn It (feat. MAX),MAX,D-2,album,False,True
IT'S YOU (feat. keshi) - Stripped Version,MAX,IT'S YOU (feat. keshi) [Stripped Version],single,False,True
Savage (feat. Flux Pavilion & MAX),MAX,Savage (feat. Flux Pavilion & MAX),single,False,False
LAS 12,Ana Mena,LAS 12,single,True,True
Quiero Decirte,Ana Mena,Quiero Decirte,single,True,True
A Un Paso De La Luna,Ana Mena,A Un Paso De La Luna,single,True,True
Un Clásico,Ana Mena,Un Clásico,single,True,True
Música Ligera,Ana Mena,Música Ligera,single,True,True
A Un Paso De La Luna - Remix,Ana Mena,A Un Paso De La Luna (Remix),single,True,True
Se iluminaba,Ana Mena,Uebe,album,True,True
Ave de paso (con Ana Mena),Ana Mena,La cuarta hoja,album,True,True
Mezzanotte,Ana Mena,Mezzanotte,single,True,True
Una volta ancora (feat. Ana Mena),Ana Mena,Uebe,album,True,True
"Sit Still, Look Pretty",Daya,"Sit Still, Look Pretty",album,True,True
Hide Away,Daya,"Sit Still, Look Pretty",album,False,False
Insomnia,Daya,Insomnia,single,True,True
New,Daya,New,single,True,True
Bad Girl - JVKE Remix,Daya,Bad Girl (JVKE Remix),single,False,True
Insomnia - King Topher Remix,Daya,Insomnia (King Topher Remix),single,False,False
Bad Girl,Daya,Bad Girl,single,True,True
I Wanna Know,Daya,NOVA,album,False,True
Older,Daya,Magical Thinking,album,True,True
Wanted,Daya,Wanted,single,True,True
B.E.D.,Jacquees,4275 (Bonus Version),album,True,True
Tell Me It's Over (feat. Summer Walker & 6LACK),Jacquees,Sincerely For You,album,True,True
You,Jacquees,4275 (Bonus Version),album,True,True
Feel It,Jacquees,19,album,False,False
When You Bad Like That (feat. Future),Jacquees,Sincerely For You,album,True,True
At The Club,Jacquees,At The Club,single,True,True
You Belong To Somebody Else,Jacquees,Fuck A Friend Zone,album,False,False
Who's,Jacquees,Who's,single,True,True
I Remember,Jacquees,Sincerely For You,album,True,True
Your Peace (feat. Lil Baby),Jacquees,King of R&B,album,True,True
Goodness of God - Live,Bethel Music,Victory (Live),album,True,True
King of My Heart - Live,Bethel Music,Starlight (Live),album,True,True
Raise a Hallelujah - Live,Bethel Music,Victory (Live),album,True,True
No Longer Slaves (Spontaneous) - Live,Bethel Music,We Will Not Be Shaken (Live),album,True,True
It Is Well - Live,Bethel Music,You Make Me Brave (Live),album,True,True
Raise a Hallelujah (Studio Version),Bethel Music,Raise a Hallelujah (Studio Version),single,True,True
Goodness of God,Bethel Music,Peace,album,True,True
Beauty,Bethel Music,Beauty,single,True,True
Champion - Live,Bethel Music,Revival's In The Air (Live),album,True,True
God of Revival - Live,Bethel Music,Revival's In The Air (Live),album,True,True
Non Abbiamo Età,Luchè,Potere,album,True,True
Purosangue (feat. Shiva),Luchè,Dove Volano Le Aquile,album,True,True
La Notte di San Lorenzo,Luchè,Dove Volano Le Aquile,album,True,True
Password,Luchè,Dove Volano Le Aquile,album,True,True
Ti Amo,Luchè,Malammore,album,False,False
Scale (con Luchè),Luchè,Botox,album,True,True
Star,Luchè,Potere,album,True,True
Torna Da Me,Luchè,Potere,album,True,True
Le Pietre Non Volano (feat. Marracash),Luchè,Dove Volano Le Aquile,album,True,True
Fake (con Geolier & Luchè),Luchè,Botox,album,True,True
Genesis,Grimes,Visions,album,True,True
Oblivion,Grimes,Visions,album,True,True
Shinigami Eyes,Grimes,Shinigami Eyes,single,True,True
Kill V. Maim,Grimes,Art Angels,album,True,True
4ÆM,Grimes,Miss Anthropocene (Deluxe Edition),album,True,True
Cry (feat. Grimes),Grimes,DEMIDEVIL,album,True,True
Violence - Original Mix,Grimes,Miss Anthropocene (Deluxe Edition),album,True,True
Flesh without Blood,Grimes,Art Angels,album,True,True
Player Of Games,Grimes,Player Of Games,single,True,True
You'll miss me when I'm not around,Grimes,Miss Anthropocene (Deluxe Edition),album,True,True
Twinkle Twinkle Little Star,Super Simple Songs,Twinkle Twinkle Little Star & More Kids Songs,album,True,True
Five Little Ducks,Super Simple Songs,Baby Shark & More Kids Songs,album,True,True
One Little Finger,Super Simple Songs,The Bath Song & More Kids Songs,album,True,True
Open Shut Them,Super Simple Songs,Twinkle Twinkle Little Star & More Kids Songs,album,True,True
Head Shoulders Knees & Toes (Sing It),Super Simple Songs,The Bath Song & More Kids Songs,album,True,True
Humpty Dumpty,Super Simple Songs,Humpty Dumpty & More Kids Songs,album,True,True
If You're Happy,Super Simple Songs,The Bath Song & More Kids Songs,album,True,True
Sweet Dreams,Super Simple Songs,Twinkle Twinkle Little Star & More Kids Songs,album,True,True
Hello Hello!,Super Simple Songs,Do You Like Broccoli Ice Cream? & More Kids Songs,album,True,True
Baby Shark,Super Simple Songs,Baby Shark & More Kids Songs,album,True,True
Esta Vida Me Encanta (feat. Zimple & Don Aero),C-Kan,Voy Por El Sueno de Muchos,album,True,True
Préndete Un Blunt (feat. Zimple) - Remix,C-Kan,Préndete Un Blunt (feat. Zimple) [Remix],single,True,True
Par de Dosis,C-Kan,Par de Dosis,single,False,False
Quiúboles Que,C-Kan,Quiúboles Que!,single,True,True
Un Par De Balas,C-Kan,Clasificacion C Vol.1,album,True,True
Vuelve (feat. MC Davo),C-Kan,Voy Por El Sueno de Muchos,album,True,True
Viajando en una Nube,C-Kan,Dias de Sol,album,True,True
Toma 1,C-Kan,Toma 1,single,False,False
El Pasado Está Olvidado,C-Kan,Cuando Todo Acaba,album,True,True
Quizas No,C-Kan,Voy Por El Sueno de Muchos,album,False,False
Icon,Jaden,SYRE,album,True,True
Summertime In Paris,Jaden,ERYS (Deluxe),album,False,True
Ninety,Jaden,SYRE,album,False,True
On My Own,Jaden,ERYS (Deluxe),album,False,True
I'm Ready,Jaden,Marvel’s Spider-Man: Miles Morales (Original Video Game Soundtrack),album,True,True
Way Up,Jaden,Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture),compilation,False,False
Cabin Fever,Jaden,CTV3: Cool Tape Vol. 3,album,True,True
SOHO,Jaden,The Sunset Tapes: A Cool Tape Story,album,False,True
Falling For You with Justin Bieber,Jaden,CTV3: Cool Tape Vol. 3,album,False,True
GHOST,Jaden,GHOST,single,False,True
"Last One Standing (feat. Polo G, Mozzy & Eminem) - From Venom: Let There Be Carnage",Skylar Grey,"Last One Standing (feat. Polo G, Mozzy & Eminem) [From Venom: Let There Be Carnage]",single,True,True
Stand By Me,Skylar Grey,Stand By Me,single,True,True
Everything I Need,Skylar Grey,Aquaman (Original Motion Picture Soundtrack) [Deluxe Edition],album,True,True
Black Magic (feat. Skylar Grey),Skylar Grey,Music To Be Murdered By - Side B (Deluxe Edition),album,False,False
From The Ashes (with Skylar Grey),Skylar Grey,From The Ashes (with Skylar Grey),single,True,True
Coming Home - Part II / Bonus Track,Skylar Grey,Don't Look Down,album,True,True
From The Ashes (with Skylar Grey) - Paul van Dyk Remix,Skylar Grey,From The Ashes (with Skylar Grey) [Paul van Dyk Remix],single,True,True
Everything I Need - Film Version,Skylar Grey,Aquaman (Original Motion Picture Soundtrack) [Deluxe Edition],album,True,True
Mai Tais (feat. Skylar Grey),Skylar Grey,Mai Tais (feat. Skylar Grey),single,True,True
My Heart Has Teeth - From “Resident Evil”,Skylar Grey,My Heart Has Teeth (From “Resident Evil”),single,True,True
Áudio Que Te Entrega - Faixa Bônus,Leo Santana,GG Astral (Ao Vivo),album,False,True
Não Se Vá,Leo Santana,Não Se Vá,single,True,True
Contatinho - Ao Vivo,Leo Santana,Contatinho (Ao Vivo),single,True,True
Zona De Perigo,Leo Santana,Zona De Perigo,single,False,True
VáPurMim - Ao Vivo,Leo Santana,Encontrin 2 (Ao Vivo),album,True,True
Botada Valendo - Ao Vivo,Leo Santana,Botada Valendo (Ao Vivo),single,True,True
Tarada - Ao Vivo,Leo Santana,Tarada (Ao Vivo),single,True,True
Encaixa,Leo Santana,Encaixa,single,True,True
Toma - Ao Vivo,Leo Santana,GG Astral (Ao Vivo),album,True,True
Sentadinha,Leo Santana,LetsGo,album,True,True
Laal Ghaghra,Shilpi Raj,Laal Ghaghra - Single,single,True,True
Godanwa,Shilpi Raj,Godanwa,single,True,True
Tabla,Shilpi Raj,Tabla - Single,single,True,True
Lagelu Jahar,Shilpi Raj,Lagelu Jahar,single,True,True
Dilwa Le Gaile Raja,Shilpi Raj,Dilwa Le Gaile Raja,single,True,True
Raja Ji Khoon Kaida,Shilpi Raj,Raja Ji Khoon Kaida,single,True,True
Saiya Davatare,Shilpi Raj,Saiya Davatare,single,True,True
Kakari Bhayil Ba Kamariya Lapak Ke 2,Shilpi Raj,Kakari Bhayil Ba Kamariya Lapak Ke 2,single,True,True
Piya Jahu Jan Kalkatiya,Shilpi Raj,Piya Jahu Jan Kalkatiya,single,True,True
Le Le Aayi Coca Cola,Shilpi Raj,Le Le Aayi Coca Cola,single,True,True
"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,Toast to Our Differences (Deluxe Edition),album,True,True
Waiting All Night (feat. Ella Eyre),Rudimental,Home (Deluxe Edition),album,True,True
Feel the Love (feat. John Newman),Rudimental,Home (Deluxe Edition),album,True,True
Something About You (with Rudimental) - Chill Mix,Rudimental,Something About You (with Rudimental) [Alternate Versions],single,True,True
Break My Heart,Rudimental,Break My Heart,single,True,True
Regardless,Rudimental,Euphoric Sad Songs,single,True,True
Sun Comes Up (feat. James Arthur),Rudimental,Toast to Our Differences (Deluxe Edition),album,True,True
Lay It All on Me (feat. Ed Sheeran),Rudimental,We the Generation (Deluxe Edition),album,True,True
"These Days (feat. Jess Glynne, Macklemore & Dan Caplen) - AJR Remix",Rudimental,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",single,True,True
"These Days (feat. Jess Glynne, Macklemore & Dan Caplen) - Acoustic",Rudimental,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen) [Acoustic]",single,True,True
Burbujas de Cristal,Millonario,Burbujas de Cristal,single,True,True
Tío Rico,Millonario,Tío Rico,single,True,True
Manejando Bien Rápido,Millonario,Trap y No Llores,album,True,True
Los Mismos,Millonario,Benadrill,album,True,True
Chingo de Cheve,Millonario,Millonario Sin Corona,album,True,True
Fantasía Espacial,Millonario,Fantasía Espacial,single,True,True
My Lady,Millonario,Trap y No Llores,album,True,True
Rayas de Patrón,Millonario,Millonario Sin Corona,album,True,True
Llegan Ya,Millonario,Trap y No Llores,album,True,True
Casco Maizi,Millonario,Millonario Sin Corona,album,True,True
Rait Zara Si,Shashaa Tirupati,Atrangi Re,album,True,True
Phir Bhi Tumko Chaahunga,Shashaa Tirupati,Half Girlfriend (Original Motion Picture Soundtrack),compilation,True,True
Baarish,Shashaa Tirupati,Half Girlfriend (Original Motion Picture Soundtrack),compilation,True,True
"Bodhai Kaname - From ""Oh Manapenne""",Shashaa Tirupati,"Bodhai Kaname (From ""Oh Manapenne"")",single,True,True
The Humma Song,Shashaa Tirupati,OK Jaanu (Original Motion Picture Soundtrack),album,True,True
"Naan Pizhai (From ""Kaathuvaakula Rendu Kaadhal"")",Shashaa Tirupati,"Naan Pizhai (From ""Kaathuvaakula Rendu Kaadhal"")",single,True,True
Kajra / Uden Jab Jab Mashup,Shashaa Tirupati,Kajra / Uden Jab Jab Mashup - Single,single,True,True
"Oru Manam (From ""Dhruva Natchathiram"")",Shashaa Tirupati,"Oru Manam (From ""Dhruva Natchathiram"")",single,True,True
"Mayilaanjiye - From ""Sivappu Manjal Pachai""",Shashaa Tirupati,"Mayilaanjiye (From ""Sivappu Manjal Pachai"")",single,True,True
"Idhu Dhaan - From ""Sivappu Manjal Pachai""",Shashaa Tirupati,"Idhu Dhaan (From ""Sivappu Manjal Pachai"")",single,True,True
MOMMAE,Jay Park,Worldwide,album,True,True
GANADARA (Feat. IU),Jay Park,GANADARA,single,False,False
All I Wanna Do,Jay Park,EVERYTHING YOU WANTED,album,False,False
All I Wanna Do (K) (Feat. Hoody & Loco),Jay Park,EVERYTHING YOU WANTED,album,False,False
