Track,Artist,Stream,Views
Samjhawan,Shreya Ghoshal,84959335.0,502800.0
Wish You Were Here,Pink Floyd,,328482.0
Chop Suey!,System Of A Down,949503301.0,1232003777.0
Toxicity,System Of A Down,628447295.0,736827328.0
Lonely Day,System Of A Down,347276552.0,320886690.0
Aerials,System Of A Down,340999078.0,391073429.0
B.Y.O.B.,System Of A Down,441264205.0,418146594.0
Sugar,System Of A Down,181343293.0,128056329.0
Violent Pornography,System Of A Down,146971757.0,572234.0
Hypnotize,System Of A Down,184400222.0,186246163.0
Spiders,System Of A Down,90938235.0,116004946.0
Prison Song,System Of A Down,101333051.0,89046.0
Basket Case,Green Day,778937392.0,306195825.0
American Idiot,Green Day,706697133.0,223477721.0
Good Riddance (Time of Your Life),Green Day,493904399.0,86982693.0
Wake Me up When September Ends,Green Day,572329705.0,204329776.0
Boulevard of Broken Dreams,Green Day,551065028.0,694614010.0
When I Come Around,Green Day,373991248.0,110891049.0
21 Guns,Green Day,470768474.0,470464081.0
Holiday,Green Day,215950182.0,118437958.0
Brain Stew,Green Day,137134525.0,29134130.0
Experience,Ludovico Einaudi,304049897.0,55189657.0
Nuvole Bianche,Ludovico Einaudi,,12422512.0
Una Mattina,Ludovico Einaudi,177586576.0,18827869.0
The Tree,Ludovico Einaudi,3368451.0,241537.0
Wind Song,Ludovico Einaudi,16169290.0,703698.0
Luminous,Ludovico Einaudi,,602647.0
Temple White,Ludovico Einaudi,12822980.0,768901.0
Natural Light,Ludovico Einaudi,31987794.0,653911.0
Primavera,Ludovico Einaudi,,4092349.0
Rolling Like A Ball,Ludovico Einaudi,13213932.0,473964.0
Supermassive Black Hole,Muse,407737878.0,65115769.0
Uprising,Muse,496116359.0,249689138.0
Starlight,Muse,316493449.0,172296428.0
Hysteria,Muse,201041577.0,101176337.0
Knights of Cydonia,Muse,188191094.0,45980398.0
Time is Running Out,Muse,173292941.0,77040741.0
Madness,Muse,264508776.0,162282411.0
Psycho,Muse,207866342.0,77060302.0
Plug in Baby,Muse,123322561.0,38420858.0
Undisclosed Desires,Muse,,111069898.0
Dream On,Aerosmith,771341288.0,3584082.0
Crazy,Aerosmith,315532319.0,634261334.0
"I Don't Want To Miss A Thing - From ""Armageddon"" Soundtrack",Aerosmith,806239803.0,541140942.0
Cryin',Aerosmith,233440383.0,307486563.0
Walk This Way,Aerosmith,392902327.0,112158305.0
Dude (Looks Like A Lady),Aerosmith,191871078.0,56228815.0
Sweet Emotion,Aerosmith,329839315.0,33597662.0
Amazing,Aerosmith,109653445.0,253391021.0
Rag Doll,Aerosmith,61272691.0,5748095.0
Janie's Got A Gun,Aerosmith,75160311.0,66608918.0
Duality,Slipknot,525198814.0,356487151.0
Before I Forget,Slipknot,383553771.0,249436786.0
Psychosocial,Slipknot,,472423591.0
Custer,Slipknot,112251097.0,26386968.0
Wait and Bleed,Slipknot,297647780.0,132263461.0
Unsainted,Slipknot,228741006.0,131946894.0
The Devil in I,Slipknot,289911594.0,382685788.0
Snuff,Slipknot,265277606.0,151293970.0
The Dying Song (Time To Sing),Slipknot,24596630.0,20236075.0
"Vermilion, Pt. 2",Slipknot,120556550.0,72085231.0
Wonderwall - Remastered,Oasis,1568357013.0,5920778.0
Stop Crying Your Heart Out,Oasis,,40670355.0
Champagne Supernova - Remastered,Oasis,310236960.0,7602328.0
Live Forever - Remastered,Oasis,196083015.0,41433735.0
Supersonic - Remastered,Oasis,120315940.0,62494588.0
She's Electric - Remastered,Oasis,98442003.0,7313387.0
Songbird,Oasis,42404903.0,10810618.0
"Paint It, Black",The Rolling Stones,834723073.0,434986145.0
Start Me Up - Remastered 2009,The Rolling Stones,472974502.0,60003095.0
(I Can't Get No) Satisfaction - Mono Version,The Rolling Stones,561632246.0,142710738.0
Gimme Shelter,The Rolling Stones,470944917.0,96605037.0
Sympathy For The Devil - 50th Anniversary Edition,The Rolling Stones,465192981.0,50887107.0
Beast Of Burden - Remastered 1994,The Rolling Stones,318262316.0,22589323.0
Angie,The Rolling Stones,282086014.0,62281290.0
Wild Horses - 2009 Mix,The Rolling Stones,218360742.0,5082767.0
Miss You - Remastered,The Rolling Stones,154402021.0,15303624.0
You Can't Always Get What You Want,The Rolling Stones,149203954.0,19965898.0
Cornfield Chase,Hans Zimmer,184183799.0,24110.0
Time,Hans Zimmer,274717861.0,2253213.0
Main Titles (You’ve Been Called Back to Top Gun),Hans Zimmer,20954709.0,1825118.0
Day One (Interstellar Theme),Hans Zimmer,99255767.0,1914243.0
Top Gun Anthem,Hans Zimmer,15024672.0,2542697.0
Mountains,Hans Zimmer,67756753.0,17641271.0
"This Land - From ""The Lion King""/Score",Hans Zimmer,58570028.0,1460405.0
Chevaliers De Sangreal - From The Da Vinci Code Original Motion Picture Soundtrack,Hans Zimmer,55582162.0,12702181.0
First Step,Hans Zimmer,23482064.0,9613.0
Change (In the House of Flies),Deftones,221006767.0,33943823.0
My Own Summer (Shove It),Deftones,176388309.0,34336850.0
Be Quiet and Drive (Far Away),Deftones,122225430.0,36805017.0
Sextape,Deftones,100152537.0,27042523.0
Cherry Waves,Deftones,60617517.0,17205.0
Mascara,Deftones,42567093.0,1317557.0
7 Words,Deftones,31416260.0,1233459.0
Digital Bath,Deftones,64987410.0,3807263.0
Around the Fur,Deftones,,34336850.0
All The Small Things,blink-182,,332704458.0
What's My Age Again?,blink-182,521711460.0,91222822.0
I Miss You,blink-182,597137046.0,351164165.0
First Date,blink-182,324986783.0,199905842.0
EDGING,blink-182,23876669.0,13377823.0
Adam's Song,blink-182,243561772.0,146038465.0
The Rock Show,blink-182,179613789.0,81675630.0
Feeling This,blink-182,138444397.0,68581920.0
Dammit,blink-182,,77978075.0
Stay Together For The Kids,blink-182,105326686.0,89303151.0
Could You Be Loved,Bob Marley & The Wailers,617214277.0,325433542.0
Is This Love,Bob Marley & The Wailers,,325433542.0
"No Woman, No Cry - Live At The Lyceum, London/1975",Bob Marley & The Wailers,263155760.0,325433542.0
Starman - 2012 Remaster,David Bowie,344532624.0,36838035.0
Heroes - 2017 Remaster,David Bowie,398055023.0,29328667.0
Rebel Rebel - 2016 Remaster,David Bowie,310269583.0,6078627.0
Space Oddity - 2015 Remaster,David Bowie,309430985.0,109314906.0
Life on Mars? - 2015 Remaster,David Bowie,263426694.0,41462565.0
Let's Dance - 2018 Remaster,David Bowie,,38558686.0
Modern Love - 2018 Remaster,David Bowie,142180837.0,24819682.0
Changes - 2015 Remaster,David Bowie,155279152.0,1755891.0
Moonage Daydream - 2012 Remaster,David Bowie,176688422.0,8640940.0
Ziggy Stardust - 2012 Remaster,David Bowie,119712975.0,5426092.0
Livin' On A Prayer,Bon Jovi,1136987099.0,1001651093.0
You Give Love A Bad Name,Bon Jovi,803312398.0,344914092.0
It's My Life,Bon Jovi,633798307.0,1215486930.0
Always,Bon Jovi,399920066.0,906667845.0
Wanted Dead Or Alive,Bon Jovi,335808355.0,177513233.0
Bed Of Roses,Bon Jovi,277814070.0,320174390.0
Runaway,Bon Jovi,197345911.0,137551093.0
I'll Be There For You,Bon Jovi,163694429.0,268058381.0
Bad Medicine,Bon Jovi,144299907.0,48224548.0
Thank You For Loving Me,Bon Jovi,78748335.0,2863878.0
Still D.R.E.,Dr. Dre,1085977338.0,1233860763.0
The Next Episode,Dr. Dre,754591572.0,623064998.0
Forgot About Dre,Dr. Dre,601201524.0,201863792.0
What's The Difference,Dr. Dre,307494929.0,234983.0
I Need A Doctor,Dr. Dre,283879765.0,482937774.0
Keep Their Heads Ringin',Dr. Dre,122828295.0,7735120.0
Xxplosive,Dr. Dre,196936815.0,12036263.0
Gospel (with Eminem),Dr. Dre,54127300.0,34499.0
The Watcher,Dr. Dre,85334262.0,1192.0
Kush - Main,Dr. Dre,118973790.0,194414043.0
Have You Ever Seen The Rain,Creedence Clearwater Revival,975300588.0,299246333.0
Fortunate Son,Creedence Clearwater Revival,904262158.0,93089677.0
Bad Moon Rising,Creedence Clearwater Revival,568442546.0,51013150.0
Proud Mary,Creedence Clearwater Revival,221908951.0,1700590.0
Down On The Corner,Creedence Clearwater Revival,303815108.0,29006667.0
Green River,Creedence Clearwater Revival,128916089.0,66052065.0
Up Around The Bend,Creedence Clearwater Revival,211189899.0,5546781.0
Who'll Stop The Rain,Creedence Clearwater Revival,151656881.0,7921737.0
Lookin' Out My Back Door,Creedence Clearwater Revival,178387111.0,111018934.0
Born On The Bayou,Creedence Clearwater Revival,100789298.0,21775206.0
With Or Without You - Remastered,U2,803376048.0,112720876.0
I Still Haven't Found What I'm Looking For,U2,,169626279.0
One,U2,447961684.0,144625593.0
Beautiful Day,U2,,177102206.0
Sunday Bloody Sunday - Remastered 2008,U2,312372765.0,963144.0
Where The Streets Have No Name - Remastered,U2,141713043.0,60858124.0
Pride (In The Name Of Love) - Remastered 2009,U2,199004519.0,97311333.0
Sweetest Thing,U2,106597387.0,58474426.0
Vertigo,U2,108148330.0,65513552.0
Pride (In The Name Of Love) - Songs Of Surrender,U2,1646179.0,280321.0
Party We Will Throw Now!,Nate Dogg,97613307.0,37353144.0
Music & Me,Nate Dogg,41909680.0,50038923.0
I Got Love,Nate Dogg,53098241.0,8077133.0
Shake That (Remix),Nate Dogg,32805017.0,164632766.0
So Fly - J. Period Remix,Nate Dogg,41273101.0,230534.0
Ain't No Fun (feat. Snoop Dogg & Warren G) - J. Period Remix,Nate Dogg,4643075.0,15845590.0
Nobody Does It Better,Nate Dogg,,85998.0
Your Wife (feat. Dr. Dre),Nate Dogg,10372883.0,5428329.0
I Got Love (feat. Nate Dogg),Nate Dogg,34975020.0,8077133.0
Keep It G.A.N.G.S.T.A. (feat. Lil' Mo & Xzibit),Nate Dogg,11303566.0,196434.0
Besos En Guerra,Juanes,426730287.0,556400144.0
Es Por Ti,Juanes,278822916.0,197423800.0
506,Juanes,57873543.0,29331292.0
"Y, ¿Si Fuera Ella? - + Es +",Juanes,179230151.0,44480443.0
La Camisa Negra,Juanes,275765175.0,185723950.0
A Dios Le Pido,Juanes,,162772420.0
Nada Valgo Sin Tu Amor,Juanes,111397248.0,71016227.0
Fotografía,Juanes,143679291.0,95611453.0
Volverte A Ver,Juanes,97521080.0,111292554.0
Para Tu Amor,Juanes,88702739.0,131030317.0
Oye Mi Amor,Maná,248023939.0,93489019.0
Rayando El Sol,Maná,227749183.0,84249874.0
Clavado En Un Bar,Maná,278568516.0,124012445.0
En El Muelle De San Blas,Maná,284538131.0,256680066.0
Mi Verdad (feat. Shakira),Maná,231730622.0,356859999.0
Te Lloré Un Río,Maná,51378138.0,224903903.0
Mariposa Traicionera,Maná,48090397.0,354928492.0
Eres Mi Religión,Maná,,221396170.0
Bendita Tu Luz,Maná,181984310.0,223276758.0
Vivir Sin Aire,Maná,122099715.0,159021381.0
Stayin Alive,Bee Gees,768175251.0,281066254.0
Stayin' Alive,Bee Gees,134009247.0,281066254.0
"More Than A Woman - From ""Saturday Night Fever"" Soundtrack",Bee Gees,361014530.0,35040291.0
"How Deep Is Your Love - From ""Saturday Night Fever"" Soundtrack",Bee Gees,538082219.0,506541558.0
"Night Fever - From ""Saturday Night Fever"" Soundtrack",Bee Gees,300077531.0,42329727.0
To Love Somebody,Bee Gees,120135869.0,4793510.0
More Than A Woman - SG's Paradise Edit,Bee Gees,,2983334.0
"You Should Be Dancing - Edit / From ""Saturday Night Fever"" Soundtrack",Bee Gees,155404216.0,11483424.0
Too Much Heaven,Bee Gees,110609747.0,88124299.0
I Started A Joke,Bee Gees,,3424501.0
Uptown Girl,Billy Joel,621088349.0,208075172.0
Vienna,Billy Joel,324222155.0,25313756.0
Piano Man,Billy Joel,676661762.0,221617182.0
We Didn't Start the Fire,Billy Joel,368967530.0,150509354.0
She's Always a Woman,Billy Joel,249630617.0,19962540.0
Just the Way You Are,Billy Joel,186034963.0,35450181.0
My Life,Billy Joel,160300355.0,21629232.0
It's Still Rock and Roll to Me,Billy Joel,156162446.0,22206407.0
Only the Good Die Young,Billy Joel,147480448.0,3628335.0
Movin' Out (Anthony's Song),Billy Joel,99456533.0,2390090.0
Hypnotize - 2014 Remaster,The Notorious B.I.G.,829984314.0,89884180.0
Big Poppa - 2005 Remaster,The Notorious B.I.G.,720731532.0,401940354.0
Juicy - 2005 Remaster,The Notorious B.I.G.,,7071.0
Mo Money Mo Problems (feat. Puff Daddy & Mase) - 2014 Remaster,The Notorious B.I.G.,390696819.0,967760.0
Party And Bullshit,The Notorious B.I.G.,,6831520.0
"Nasty Girl (feat. Diddy, Nelly, Jagged Edge & Avery Storm) - 2005 Remaster",The Notorious B.I.G.,144272231.0,121052803.0
Suicidal Thoughts - 2005 Remaster,The Notorious B.I.G.,126109649.0,17764935.0
Notorious Thugs - 2014 Remaster,The Notorious B.I.G.,193681748.0,420894.0
Who Shot Ya? - 2005 Remaster,The Notorious B.I.G.,154767780.0,35891.0
Gimme the Loot - 2005 Remaster,The Notorious B.I.G.,113010757.0,12960794.0
El Perdón (with Enrique Iglesias),Enrique Iglesias,765561212.0,57041863.0
Cuando Me Enamoro,Enrique Iglesias,295321992.0,806094362.0
SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox),Enrique Iglesias,622083603.0,1447988752.0
Hero,Enrique Iglesias,282904687.0,477238688.0
DUELE EL CORAZON (feat. Wisin),Enrique Iglesias,585840731.0,1089805731.0
Bailando - Spanish Version,Enrique Iglesias,686731812.0,3328780111.0
Experiencia Religiosa,Enrique Iglesias,80835238.0,73403305.0
El Perdedor,Enrique Iglesias,168383371.0,1238514121.0
Por Amarte,Enrique Iglesias,60507888.0,151042.0
I Like It,Enrique Iglesias,184691650.0,341252633.0
The Way I Are,Timbaland,500164000.0,498438451.0
Give It To Me,Timbaland,165286007.0,133147140.0
Apologize,Timbaland,390479953.0,527260553.0
If We Ever Meet Again (Featuring Katy Perry),Timbaland,135506785.0,155767657.0
Carry Out (Featuring Justin Timberlake),Timbaland,120576879.0,193799855.0
Say Something (Featuring Drake),Timbaland,39601929.0,60874841.0
Bounce,Timbaland,49500145.0,11121007.0
Morning After Dark (Featuring Nelly Furtado & SoShy),Timbaland,53928566.0,191899957.0
Toc Toc (feat. Timbaland),Timbaland,1663104.0,878121.0
Corazón partío,Alejandro Sanz,347057045.0,71912056.0
El Ultimo Adiós - Varios Artistas Version,Alejandro Sanz,169769959.0,764831.0
Amiga mía,Alejandro Sanz,271777414.0,436802658.0
Un Beso en Madrid,Alejandro Sanz,79232138.0,43307047.0
Deja Que Te Bese,Alejandro Sanz,200161100.0,181778115.0
"Te lo agradezco, pero no (feat. Shakira)",Alejandro Sanz,84956063.0,35309110.0
Mi soledad y yo,Alejandro Sanz,112854307.0,122725091.0
Himno A La Alegría,Alejandro Sanz,21257546.0,3115349.0
La fuerza del corazón,Alejandro Sanz,93036744.0,59341295.0
Desde cuando,Alejandro Sanz,81491201.0,128729469.0
I Wanna Dance with Somebody (Who Loves Me),Whitney Houston,,387271564.0
I Will Always Love You,Whitney Houston,541717370.0,1354367310.0
I Have Nothing,Whitney Houston,324899226.0,698467783.0
Higher Love,Whitney Houston,773933173.0,170230327.0
How Will I Know,Whitney Houston,,129596945.0
How Will I Know,Whitney Houston,,129596945.0
Greatest Love of All,Whitney Houston,149838819.0,263085463.0
My Love Is Your Love,Whitney Houston,154827777.0,88471687.0
Saving All My Love for You,Whitney Houston,127309650.0,71693203.0
When You Believe - from The Prince of Egypt,Whitney Houston,122739854.0,426709954.0
Hung Up,Madonna,297817394.0,411386702.0
Material Girl,Madonna,313667204.0,134064073.0
Back That Up To The Beat - demo version,Madonna,7165771.0,895013.0
Frozen,Madonna,116151341.0,174276639.0
La Isla Bonita,Madonna,257732847.0,685767514.0
Like a Prayer,Madonna,255119669.0,238938447.0
4 Minutes (feat. Justin Timberlake & Timbaland),Madonna,209701584.0,183643405.0
Like a Virgin,Madonna,209852541.0,108916780.0
Back That Up To The Beat - sped up version,Madonna,2915378.0,560704.0
Papa Don't Preach,Madonna,,190854082.0
If I Ain't Got You,Alicia Keys,776415001.0,288876804.0
My Boo,Alicia Keys,544478102.0,167116855.0
No One,Alicia Keys,676843630.0,692467188.0
Girl on Fire,Alicia Keys,481344405.0,402155443.0
Empire State of Mind (Part II) Broken Down,Alicia Keys,335205769.0,92091.0
Fallin',Alicia Keys,365175667.0,278451924.0
City of Gods,Alicia Keys,94862708.0,24682355.0
No One - Acoustic,Alicia Keys,133837601.0,4242647.0
Un-thinkable (I'm Ready),Alicia Keys,94738753.0,101603754.0
Underdog,Alicia Keys,172583560.0,53836477.0
You're Gonna Live Forever in Me,John Mayer,156875663.0,34026087.0
New Light,John Mayer,591626625.0,103522731.0
Slow Dancing in a Burning Room,John Mayer,,7953222.0
Your Body Is a Wonderland,John Mayer,473876426.0,82546986.0
Waiting On the World to Change,John Mayer,333846640.0,53912623.0
"Free Fallin' - Live at the Nokia Theatre, Los Angeles, CA - December 2007",John Mayer,474465270.0,123586164.0
Gravity,John Mayer,324961495.0,87229.0
I Guess I Just Feel Like,John Mayer,186705164.0,9662353.0
XO,John Mayer,345333488.0,17225578.0
Last Train Home,John Mayer,87694128.0,13373221.0
Feel This Moment (feat. Christina Aguilera),Christina Aguilera,481224452.0,704875765.0
El Ultimo Adiós - Varios Artistas Version,Christina Aguilera,169769959.0,8605.0
Say Something,Christina Aguilera,926130037.0,623214107.0
Genie In a Bottle,Christina Aguilera,285315583.0,213045036.0
Beautiful,Christina Aguilera,271955400.0,140489434.0
Dirrty (feat. Redman),Christina Aguilera,190423840.0,168786985.0
This Christmas,Christina Aguilera,78958345.0,1466536.0
Fighter,Christina Aguilera,175898684.0,111341628.0
Candyman,Christina Aguilera,124068400.0,256119378.0
Lady Marmalade - Single Edit,Christina Aguilera,334689122.0,490050358.0
Vivir Mi Vida,Marc Anthony,491272985.0,1140008796.0
Flor Pálida,Marc Anthony,212268694.0,779912333.0
De Vuelta Pa' La Vuelta,Marc Anthony,,297462633.0
Tu Amor Me Hace Bien - Salsa Version,Marc Anthony,206235786.0,76498102.0
Y Hubo Alguien,Marc Anthony,,904285.0
Qué Precio Tiene el Cielo - Salsa Version,Marc Anthony,124092034.0,112958999.0
Y Cómo Es El,Marc Anthony,121549488.0,835361.0
Parecen Viernes,Marc Anthony,107827449.0,120539159.0
Valió la Pena - Salsa Version,Marc Anthony,170697432.0,350143815.0
Ahora Quien - Salsa Version,Marc Anthony,88050204.0,356104857.0
Fuiste Tú (feat. Gaby Moreno),Ricardo Arjona,332284501.0,1094037499.0
El Problema,Ricardo Arjona,163427363.0,117917.0
La Mujer Que No Soñé,Ricardo Arjona,52272347.0,382437.0
Pingüinos en la Cama,Ricardo Arjona,,15515598.0
Minutos,Ricardo Arjona,79062712.0,5993047.0
Historia de Taxi,Ricardo Arjona,119067972.0,900635665.0
Cómo Duele,Ricardo Arjona,59753268.0,98574822.0
Desnuda,Ricardo Arjona,88266114.0,1189417.0
Mujeres,Ricardo Arjona,136529171.0,8256217.0
Acompáñame a Estar Solo,Ricardo Arjona,60556196.0,74716762.0
"Signed, Sealed, Delivered (I'm Yours)",Stevie Wonder,473098408.0,1305010.0
I Just Called To Say I Love You,Stevie Wonder,321198963.0,5388636.0
Superstition - Single Version,Stevie Wonder,507328694.0,139334.0
What Christmas Means To Me,Stevie Wonder,159442920.0,6655522.0
For Once In My Life,Stevie Wonder,263538605.0,10910410.0
Sir Duke,Stevie Wonder,260138692.0,4146742.0
You Are The Sunshine Of My Life,Stevie Wonder,164400411.0,4939657.0
Part-Time Lover,Stevie Wonder,116649949.0,979994.0
Someday At Christmas,Stevie Wonder,60742972.0,8143042.0
Isn't She Lovely,Stevie Wonder,57507881.0,116405.0
My Chick Bad,Ludacris,142416946.0,145181046.0
What's Your Fantasy (Featuring Shawna),Ludacris,84161221.0,58730042.0
Act A Fool,Ludacris,79939253.0,54094332.0
How Low,Ludacris,88908679.0,62485334.0
Rollout (My Business),Ludacris,58348754.0,28519944.0
Area Codes,Ludacris,56046638.0,413007.0
Money Maker,Ludacris,64891481.0,24992886.0
Get Back,Ludacris,58795363.0,90666083.0
Blueberry Yum Yum,Ludacris,54189956.0,2384490.0
Stand Up,Ludacris,47315546.0,28872809.0
Es un Secreto,Plan B,393475189.0,403129581.0
Guatauba,Plan B,,97200781.0
Si No Le Contesto,Plan B,202160300.0,179532506.0
Candy,Plan B,297949976.0,405213888.0
Suave (Remix),Plan B,,262629508.0
Frikitona,Plan B,104897502.0,144740.0
Ella Fuma,Plan B,122848793.0,115619778.0
Volví,Aventura,609731838.0,406596572.0
Ella Y Yo - Featuring Don Omar,Aventura,416761463.0,438743286.0
Obsesion,Aventura,343220984.0,1398246.0
Dile al Amor,Aventura,290951018.0,240183556.0
El Perdedor,Aventura,,460042496.0
Un Beso,Aventura,226642760.0,150293551.0
El Malo,Aventura,247080907.0,311731722.0
Los Infieles,Aventura,211949405.0,297896303.0
Enseñame a Olvidar,Aventura,133975334.0,107734059.0
Mi Corazoncito,Aventura,126485433.0,122868281.0
Yeah! (feat. Lil Jon & Ludacris),Usher,942052772.0,766892796.0
DJ Got Us Fallin' In Love (feat. Pitbull),Usher,586592445.0,354202310.0
My Boo,Usher,544478102.0,167116855.0
OMG (feat. will.i.am),Usher,271547095.0,204056472.0
Love in This Club (feat. Young Jeezy),Usher,187484145.0,220352721.0
U Remind Me,Usher,293449959.0,80115577.0
U Got It Bad,Usher,225292543.0,275004902.0
Burn,Usher,166588725.0,297639332.0
Come Thru (with Usher),Usher,198594496.0,14700542.0
Confessions Part II,Usher,163923731.0,195851527.0
Un Millón de Primaveras,Vicente Fernández,150251570.0,70096890.0
Acá Entre Nos,Vicente Fernández,122063663.0,94189126.0
Estos Celos,Vicente Fernández,99998569.0,69645837.0
Mujeres Divinas,Vicente Fernández,144442434.0,91405199.0
Hermoso Cariño,Vicente Fernández,120854021.0,121626588.0
