Track,Artist,Revenue
Change (In the House of Flies),Deftones,907448.3058699999
My Own Summer (Shove It),Deftones,729245.6625
Be Quiet and Drive (Far Away),Deftones,514297.18173
Sextape,Deftones,419269.48887
Cherry Waves,Deftones,242481.93945
Mascara,Deftones,171177.48633
7 Words,Deftones,126516.12671000001
Digital Bath,Deftones,262576.65147000004
Around the Fur,Deftones,170245.9945
All The Small Things,blink-182,3421891.9240200003
What's My Age Again?,blink-182,2149789.5871800003
I Miss You,blink-182,2630851.45785
First Date,blink-182,1437882.16298
EDGING,blink-182,104737.37387000001
Adam's Song,blink-182,1075013.62885
The Rock Show,blink-182,774811.3407
Feeling This,blink-182,601099.1128
Dammit,blink-182,930809.00375
Stay Together For The Kids,blink-182,482925.91819
Could You Be Loved,Bob Marley & The Wailers,2693406.25198
Is This Love,Bob Marley & The Wailers,2475375.3039800003
"No Woman, No Cry - Live At The Lyceum, London/1975",Bob Marley & The Wailers,1277172.18398
Starman - 2012 Remaster,David Bowie,1403548.74015
Heroes - 2017 Remaster,David Bowie,1612456.8722299999
Rebel Rebel - 2016 Remaster,David Bowie,1245272.58463
Space Oddity - 2015 Remaster,David Bowie,1313151.22514
Life on Mars? - 2015 Remaster,David Bowie,1082315.94585
Let's Dance - 2018 Remaster,David Bowie,978632.60534
Modern Love - 2018 Remaster,David Bowie,585848.92858
Changes - 2015 Remaster,David Bowie,622328.17279
Moonage Daydream - 2012 Remaster,David Bowie,712715.9366
Ziggy Stardust - 2012 Remaster,David Bowie,482595.90348000004
Livin' On A Prayer,Bon Jovi,5239087.650169999
You Give Love A Bad Name,Bon Jovi,3451240.3154800003
It's My Life,Bon Jovi,3373879.2097
Always,Bon Jovi,2225281.07705
Wanted Dead Or Alive,Bon Jovi,1465717.5507699999
Bed Of Roses,Bon Jovi,1332176.6091
Runaway,Bon Jovi,884293.89817
I'll Be There For You,Bon Jovi,839737.99889
Bad Medicine,Bon Jovi,610474.56612
Thank You For Loving Me,Bon Jovi,316969.41582000005
Still D.R.E.,Dr. Dre,5195273.27847
The Next Episode,Dr. Dre,3448281.13662
Forgot About Dre,Dr. Dre,2544092.1124799997
What's The Difference,Dr. Dre,1230141.85427
I Need A Doctor,Dr. Dre,1468746.12406
Keep Their Heads Ringin',Dr. Dre,496650.4128
Xxplosive,Dr. Dre,796052.28147
Gospel (with Eminem),Dr. Dre,216533.00431000002
The Watcher,Dr. Dre,341337.87048
Kush - Main,Dr. Dre,610040.84967
Have You Ever Seen The Rain,Creedence Clearwater Revival,4107682.32177
Fortunate Son,Creedence Clearwater Revival,3681280.50913
Bad Moon Rising,Creedence Clearwater Revival,2308969.2575
Proud Mary,Creedence Clearwater Revival,888809.2111
Down On The Corner,Creedence Clearwater Revival,1235275.03223
Green River,Creedence Clearwater Revival,561240.28085
Up Around The Bend,Creedence Clearwater Revival,848586.87489
Who'll Stop The Rain,Creedence Clearwater Revival,612093.52253
Lookin' Out My Back Door,Creedence Clearwater Revival,790151.50846
Born On The Bayou,Creedence Clearwater Revival,418182.08414
With Or Without You - Remastered,U2,3291281.5964400005
I Still Haven't Found What I'm Looking For,U2,2242993.75251
One,U2,1891638.39517
Beautiful Day,U2,1859451.19014
Sunday Bloody Sunday - Remastered 2008,U2,1250155.6293600001
Where The Streets Have No Name - Remastered,U2,608844.2775600001
Pride (In The Name Of Love) - Remastered 2009,U2,863162.8957700001
Sweetest Thing,U2,466736.90194
Vertigo,U2,477797.67088
Pride (In The Name Of Love) - Songs Of Surrender,U2,6778.13749
Party We Will Throw Now!,Nate Dogg,416226.89736
Music & Me,Nate Dogg,202165.57687
I Got Love,Nate Dogg,217966.18577
Shake That (Remix),Nate Dogg,244816.67654000001
So Fly - J. Period Remix,Nate Dogg,165251.47246000002
Ain't No Fun (feat. Snoop Dogg & Warren G) - J. Period Remix,Nate Dogg,29505.7571
Nobody Does It Better,Nate Dogg,132530.18262
Your Wife (feat. Dr. Dre),Nate Dogg,45237.07901
I Got Love (feat. Nate Dogg),Nate Dogg,145473.30177000002
Keep It G.A.N.G.S.T.A. (feat. Lil' Mo & Xzibit),Nate Dogg,45349.80346
Besos En Guerra,Juanes,2090837.24736
Es Por Ti,Juanes,1251514.0860000001
506,Juanes,251732.76348
"Y, ¿Si Fuera Ella? - + Es +",Juanes,747612.10967
La Camisa Negra,Juanes,1231210.2255
A Dios Le Pido,Juanes,817774.2898
Nada Valgo Sin Tu Amor,Juanes,494590.18863000005
Fotografía,Juanes,640689.06657
Volverte A Ver,Juanes,466876.18226000003
Para Tu Amor,Juanes,445221.87473
Oye Mi Amor,Maná,1056603.1791100001
Rayando El Sol,Maná,969129.1450600001
Clavado En Un Bar,Maná,1199842.65105
En El Muelle De San Blas,Maná,1315261.76954
Mi Verdad (feat. Shakira),Maná,1173155.88731
Te Lloré Un Río,Maná,360696.24506999995
Mariposa Traicionera,Maná,437262.24748
Eres Mi Religión,Maná,353674.7413
Bendita Tu Luz,Maná,881998.20302
Vivir Sin Aire,Maná,598123.61289
Stayin Alive,Bee Gees,3266636.71926
Stayin' Alive,Bee Gees,729972.70326
"More Than A Woman - From ""Saturday Night Fever"" Soundtrack",Bee Gees,1468235.9207900001
"How Deep Is Your Love - From ""Saturday Night Fever"" Soundtrack",Bee Gees,2501842.55102
"Night Fever - From ""Saturday Night Fever"" Soundtrack",Bee Gees,1229517.6356300001
To Love Somebody,Bee Gees,483850.9979
More Than A Woman - SG's Paradise Edit,Bee Gees,181455.44046
"You Should Be Dancing - Edit / From ""Saturday Night Fever"" Soundtrack",Bee Gees,629540.42656
Too Much Heaven,Bee Gees,503244.75431
I Started A Joke,Bee Gees,411605.27769
Uptown Girl,Billy Joel,2627925.26468
Vienna,Billy Joel,1314355.11164
Piano Man,Billy Joel,2859562.90358
We Didn't Start the Fire,Billy Joel,1579721.5742600001
She's Always a Woman,Billy Joel,1012296.6206
Just the Way You Are,Billy Joel,768600.47689
My Life,Billy Joel,656125.59008
It's Still Rock and Roll to Me,Billy Joel,639972.20483
Only the Good Die Young,Billy Joel,592425.34315
Movin' Out (Anthony's Song),Billy Joel,399475.2941
Hypnotize - 2014 Remaster,The Notorious B.I.G.,3381957.3402
Big Poppa - 2005 Remaster,The Notorious B.I.G.,3160264.97226
Juicy - 2005 Remaster,The Notorious B.I.G.,2479783.89099
Mo Money Mo Problems (feat. Puff Daddy & Mase) - 2014 Remaster,The Notorious B.I.G.,1563455.0304
Party And Bullshit,The Notorious B.I.G.,312961.7248
"Nasty Girl (feat. Diddy, Nelly, Jagged Edge & Avery Storm) - 2005 Remaster",The Notorious B.I.G.,660615.35807
Suicidal Thoughts - 2005 Remaster,The Notorious B.I.G.,516696.40115000005
Notorious Thugs - 2014 Remaster,The Notorious B.I.G.,775017.40886
Who Shot Ya? - 2005 Remaster,The Notorious B.I.G.,619095.88479
Gimme the Loot - 2005 Remaster,The Notorious B.I.G.,460985.97586
El Perdón (with Enrique Iglesias),Enrique Iglesias,3101603.7334700003
Cuando Me Enamoro,Enrique Iglesias,1737493.07778
SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox),Enrique Iglesias,3487446.65088
Hero,Enrique Iglesias,1460913.4427200002
DUELE EL CORAZON (feat. Wisin),Enrique Iglesias,3095328.87839
Bailando - Spanish Version,Enrique Iglesias,5043785.5245900005
Experiencia Religiosa,Enrique Iglesias,373989.23245
El Perdedor,Enrique Iglesias,1528108.22749
Por Amarte,Enrique Iglesias,242135.77098
I Like It,Enrique Iglesias,974230.91677
The Way I Are,Timbaland,2344578.53119
Give It To Me,Timbaland,753015.5546
Apologize,Timbaland,1925729.59357
If We Ever Meet Again (Featuring Katy Perry),Timbaland,649506.82333
Carry Out (Featuring Justin Timberlake),Timbaland,616029.41595
Say Something (Featuring Drake),Timbaland,200411.35629000003
Bounce,Timbaland,205674.07483000003
Morning After Dark (Featuring Nelly Furtado & SoShy),Timbaland,348125.23433
Toc Toc (feat. Timbaland),Timbaland,7258.31949
Corazón partío,Alejandro Sanz,1437847.49864
El Ultimo Adiós - Varios Artistas Version,Alejandro Sanz,679607.56939
Amiga mía,Alejandro Sanz,1388503.49002
Un Beso en Madrid,Alejandro Sanz,346810.41443
Deja Que Te Bese,Alejandro Sanz,926071.29935
"Te lo agradezco, pero no (feat. Shakira)",Alejandro Sanz,364187.5379
Mi soledad y yo,Alejandro Sanz,536097.54079
Himno A La Alegría,Alejandro Sanz,87179.77481
La fuerza del corazón,Alejandro Sanz,413092.46955000004
Desde cuando,Alejandro Sanz,414788.13761
I Wanna Dance with Somebody (Who Loves Me),Whitney Houston,3924366.7671600003
I Will Always Love You,Whitney Houston,3101382.9239
I Have Nothing,Whitney Houston,1781539.67427
Higher Love,Whitney Houston,3213191.61763
How Will I Know,Whitney Houston,408321.23604999995
How Will I Know,Whitney Houston,1077135.10805
Greatest Love of All,Whitney Houston,780884.24547
My Love Is Your Love,Whitney Houston,680356.57203
Saving All My Love for You,Whitney Houston,558706.91007
When You Believe - from The Prince of Egypt,Whitney Houston,785389.28426
Hung Up,Madonna,1475126.40038
Material Girl,Madonna,1347173.02637
Back That Up To The Beat - demo version,Madonna,29280.642969999997
Frozen,Madonna,584856.24491
La Isla Bonita,Madonna,1504110.97266
Like a Prayer,Madonna,1185346.20443
4 Minutes (feat. Justin Timberlake & Timbaland),Madonna,965520.28545
Like a Virgin,Madonna,914562.7422
Back That Up To The Beat - sped up version,Madonna,12048.39776
Papa Don't Preach,Madonna,527636.5725799999
If I Ain't Got You,Alicia Keys,3304984.9987600003
My Boo,Alicia Keys,2293223.03795
No One,Alicia Keys,3185176.87972
Girl on Fire,Alicia Keys,2202864.87567
Empire State of Mind (Part II) Broken Down,Alicia Keys,1340886.6187900002
Fallin',Alicia Keys,1652834.4955600002
City of Gods,Alicia Keys,396481.65695
No One - Acoustic,Alicia Keys,538277.83043
Un-thinkable (I'm Ready),Alicia Keys,449061.60225999996
Underdog,Alicia Keys,727481.40913
You're Gonna Live Forever in Me,John Mayer,650980.65203
New Light,John Mayer,2437937.18439
Slow Dancing in a Burning Room,John Mayer,1595087.7311800001
Your Body Is a Wonderland,John Mayer,1952463.12434
Waiting On the World to Change,John Mayer,1372586.26987
"Free Fallin' - Live at the Nokia Theatre, Los Angeles, CA - December 2007",John Mayer,1983135.53316
Gravity,John Mayer,1299906.16801
I Guess I Just Feel Like,John Mayer,753487.6795699999
XO,John Mayer,1393219.60082
Last Train Home,John Mayer,360004.03449
Feel This Moment (feat. Christina Aguilera),Christina Aguilera,2411262.08585
El Ultimo Adiós - Varios Artistas Version,Christina Aguilera,679085.77345
Say Something,Christina Aguilera,4134537.88183
Genie In a Bottle,Christina Aguilera,1288263.4068399998
Beautiful,Christina Aguilera,1184759.3094600001
Dirrty (feat. Redman),Christina Aguilera,878158.37965
This Christmas,Christina Aguilera,316845.28984
Fighter,Christina Aguilera,780420.45932
Candyman,Christina Aguilera,672995.97082
Lady Marmalade - Single Edit,Christina Aguilera,1676891.23502
Vivir Mi Vida,Marc Anthony,2751698.00924
Flor Pálida,Marc Anthony,1387214.28577
De Vuelta Pa' La Vuelta,Marc Anthony,674996.69677
Tu Amor Me Hace Bien - Salsa Version,Marc Anthony,877726.83438
Y Hubo Alguien,Marc Anthony,388058.45665
Qué Precio Tiene el Cielo - Salsa Version,Marc Anthony,574309.84531
Y Cómo Es El,Marc Anthony,486774.35109
Parecen Viernes,Marc Anthony,514481.81571
Valió la Pena - Salsa Version,Marc Anthony,924388.96035
Ahora Quien - Salsa Version,Marc Anthony,597913.16733
Fuiste Tú (feat. Gaby Moreno),Ricardo Arjona,2084023.87831
El Problema,Ricardo Arjona,653790.8147300001
La Mujer Que No Soñé,Ricardo Arjona,209353.26953000002
Pingüinos en la Cama,Ricardo Arjona,307968.19062
Minutos,Ricardo Arjona,320386.05043
Historia de Taxi,Ricardo Arjona,1097710.49685
Cómo Duele,Ricardo Arjona,307029.69918
Desnuda,Ricardo Arjona,353885.15373
Mujeres,Ricardo Arjona,551813.47373
Acompáñame a Estar Solo,Ricardo Arjona,293779.34978
"Signed, Sealed, Delivered (I'm Yours)",Stevie Wonder,1893294.0889
I Just Called To Say I Love You,Stevie Wonder,1288514.01084
Superstition - Single Version,Stevie Wonder,2029410.91646
What Christmas Means To Me,Stevie Wonder,642363.9901800001
For Once In My Life,Stevie Wonder,1061682.6028999998
Sir Duke,Stevie Wonder,1043416.01998
You Are The Sunshine Of My Life,Stevie Wonder,661010.0073299999
Part-Time Lover,Stevie Wonder,467275.99186
Someday At Christmas,Stevie Wonder,248590.58698
Isn't She Lovely,Stevie Wonder,230111.84345000001
My Chick Bad,Ludacris,669842.70574
What's Your Fantasy (Featuring Shawna),Ludacris,377168.61298000003
Act A Fool,Ludacris,357082.10108
How Low,Ludacris,398749.59646000003
Rollout (My Business),Ludacris,253073.77736
Area Codes,Ludacris,224471.52683
Money Maker,Ludacris,276811.01534
Get Back,Ludacris,297741.04927
Blueberry Yum Yum,Ludacris,218405.12209999998
Stand Up,Ludacris,209184.42221000002
Es un Secreto,Plan B,1852060.16689
Guatauba,Plan B,399171.75089
Si No Le Contesto,Plan B,932518.6291400001
Candy,Plan B,1471397.4867200002
Suave (Remix),Plan B,642230.50052
Frikitona,Plan B,419689.87860000005
Ella Fuma,Plan B,571172.81882
Volví,Aventura,2719478.98668
Ella Y Yo - Featuring Don Omar,Aventura,1969778.7193399998
Obsesion,Aventura,1373848.72574
Dile al Amor,Aventura,1329530.7256399998
El Perdedor,Aventura,1074703.00224
Un Beso,Aventura,1010273.59019
El Malo,Aventura,1203418.51618
Los Infieles,Aventura,1053346.06907
Enseñame a Olvidar,Aventura,610237.83671
Mi Corazoncito,Aventura,590720.84589
Yeah! (feat. Lil Jon & Ludacris),Usher,4297367.11724
DJ Got Us Fallin' In Love (feat. Pitbull),Usher,2590769.3739
My Boo,Usher,2293223.03795
OMG (feat. will.i.am),Usher,1226987.34568
Love in This Club (feat. Young Jeezy),Usher,901979.95749
U Remind Me,Usher,1229079.58413
U Got It Bad,Usher,1090923.55438
Burn,Usher,871726.03908
Come Thru (with Usher),Usher,804521.3579800001
Confessions Part II,Usher,790832.47763
Un Millón de Primaveras,Vicente Fernández,649373.1341
Acá Entre Nos,Vicente Fernández,553245.14894
Estos Celos,Vicente Fernández,448049.90353
Mujeres Divinas,Vicente Fernández,640839.32331
Hermoso Cariño,Vicente Fernández,567338.42972
La Diferencia,Vicente Fernández,387127.12127
"Volver, Volver",Vicente Fernández,494379.47901
No Me Sé Rajar,Vicente Fernández,118719.35163
De Qué Manera Te Olvido,Vicente Fernández,188735.83962
Me Dediqué a Perderte,Alejandro Fernández,2143824.4158300003
Inexperto En Olvidarte,Alejandro Fernández,34463.01674
El Ultimo Adiós - Varios Artistas Version,Alejandro Fernández,679607.56939
Sé Que Te Duele,Alejandro Fernández,1273875.69654
Me Hace Tanto Bien,Alejandro Fernández,811730.71022
Mariposa Traicionera,Alejandro Fernández,222551.42503
Hoy Tengo Ganas De Ti,Alejandro Fernández,865015.64448
Caballero,Alejandro Fernández,705385.03583
Como Quien Pierde una Estrella,Alejandro Fernández,532935.87691
Buy U a Drank (Shawty Snappin') (feat. Yung Joc),T-Pain,2223404.8545
Bartender (feat. Akon),T-Pain,1293789.34873
I'm Sprung,T-Pain,663070.79858
Up Down (Do This All Day) (feat. B.o.B),T-Pain,922304.40931
I'm N Luv (Wit a Stripper) (feat. Mike Jones),T-Pain,626979.7072599999
Best Love Song,T-Pain,578357.34956
Jerry Sprunger (with T-Pain),T-Pain,572914.69774
Turn All the Lights On (feat. Ne-Yo),T-Pain,409489.42373
Booty Wurk (One Cheek At a Time) (feat. Joey Galaxy),T-Pain,529138.81919
I Like Dat,T-Pain,252212.3975
"Cello Suite No. 1 in G Major, BWV 1007: I. Prélude",Johann Sebastian Bach,922060.2817299999
"Suite No. 3 in D Major, BWV 1068: II. Air",Johann Sebastian Bach,153151.45525
"Goldberg Variations, BWV 988: Aria",Johann Sebastian Bach,264096.90506
"The Well-Tempered Clavier, Book 1, BWV 846-869 / Prelude & Fugue in C Major, BWV 846: I. Prelude",Johann Sebastian Bach,263686.99499000004
"Montero: Adagio (After Bach's Violin Concerto No. 2, BWV 1042)",Johann Sebastian Bach,36402.556300000004
"Unaccompanied Cello Suite No. 1 in G major, BWV 1007: I. Prélude",Johann Sebastian Bach,155336.86973
"Flute Sonata in E-Flat Major, BWV 1031: II. Siciliano (arr. I. Friedman for piano)",Johann Sebastian Bach,26421.163230000002
"Violin Concerto No. 1 in A minor, BWV 1041: I. (Allegro moderato)",Johann Sebastian Bach,56307.13009
Sheep May Safely Graze,Johann Sebastian Bach,105653.37911
Sativa,Jhené Aiko,1447996.44436
Sunshine,Jhené Aiko,150122.44284
Stay Ready (What A Life),Jhené Aiko,479597.49893
While We're Young,Jhené Aiko,942317.12016
The Worst,Jhené Aiko,1076240.17542
B.S. (feat. H.E.R.),Jhené Aiko,803499.85844
P*$$Y Fairy (OTW),Jhené Aiko,645991.9965400001
Blue Dream,Jhené Aiko,241677.98206
Never Call Me,Jhené Aiko,372838.03335
On The Way (feat. Mila J),Jhené Aiko,206717.82248
"Tip Tip (From ""Sooryavanshi"")",Alka Yagnik,417449.9669
"Ek Din Aap (From ""Yes Boss"")",Alka Yagnik,100711.57541
Ae Mere Humsafar,Alka Yagnik,303844.64086
Bole Chudiyan,Alka Yagnik,696908.90966
Kuch Kuch Hota Hai,Alka Yagnik,150951.45977000002
Ladki Badi Anjani Hai,Alka Yagnik,410514.8486
Hum Tum,Alka Yagnik,53049.07647
Koi Mil Gaya,Alka Yagnik,153631.94322000002
"Mera Dil Bhi Kitna Pagal Hai (From ""Saajan"")",Alka Yagnik,125381.17288
"Tip Tip (From ""Sooryavanshi"")",Udit Narayan,417449.9669
Enkeyoo Partha,Udit Narayan,148127.2123
Main Yahaan Hoon,Udit Narayan,314146.84693999996
Falak Tak,Udit Narayan,211654.45074
Ae Mere Humsafar,Udit Narayan,138288.73393
Bole Chudiyan,Udit Narayan,696908.90966
Kuch Kuch Hota Hai,Udit Narayan,150951.45977000002
Pehla Nasha,Udit Narayan,140611.71216
Aankhein Khuli,Udit Narayan,269287.8824
Sona Kitna Sona Hai,Udit Narayan,56257.501480000006
"Besharam Rang (From ""Pathaan"")",Vishal-Shekhar,369384.12231
Jhoome Jo Pathaan,Vishal-Shekhar,226465.04802
Ishq Wala Love,Vishal-Shekhar,340136.65890000004
Khuda Jaane,Vishal-Shekhar,361234.94749
Nashe Si Chadh Gayi,Vishal-Shekhar,475621.92001
Dil Diyan Gallan,Vishal-Shekhar,408672.04852
Falak Tak,Vishal-Shekhar,211654.45074
Firecracker,Vishal-Shekhar,134433.95323
"O Saki Saki (From ""Batla House"")",Vishal-Shekhar,853372.8694499999
"Mädchen gegen Jungs (feat. Lina Larissa Strahl, Lisa-Marie Koroll, Phil Laude, Louis H.)",Bibi und Tina,107624.98366
98 Prozent (feat. Mavie Hörbiger),Bibi und Tina,37588.05589
Ich will mehr (Kakmann Song) [feat. Charly Hübner],Bibi und Tina,21405.36443
"Ennai Vittu (From ""Love Today"")",Yuvan Shankar Raja,103297.50779
"Pacha Elai (From ""Love Today"")",Yuvan Shankar Raja,76288.76865
"Kanja Poovu Kannala (From ""Viruman"")",Yuvan Shankar Raja,166956.17268
Enkeyoo Partha,Yuvan Shankar Raja,148127.2123
Kaadhal Endral,Yuvan Shankar Raja,81944.07123999999
Venmegam,Yuvan Shankar Raja,149562.09565
"Saachitale (From ""Love Today"")",Yuvan Shankar Raja,56420.794760000004
Chiru Chiru,Yuvan Shankar Raja,101262.19973999998
High On Love,Yuvan Shankar Raja,151896.02688
Mamakutty,Yuvan Shankar Raja,32573.80631
Kapitel 16: Der Hexenbesenausflug (Folge 146),Bibi Blocksberg,1145.1189000000002
Kapitel 09: Der Hexenbesenausflug (Folge 146),Bibi Blocksberg,1137.3509000000001
Even Flow,Pearl Jam,1738180.3767900001
Alive,Pearl Jam,1773600.48433
Black,Pearl Jam,1394118.2986
Jeremy,Pearl Jam,1176801.0258799999
Last Kiss,Pearl Jam,932786.5243899999
Just Breathe,Pearl Jam,780683.6044600001
Yellow Ledbetter,Pearl Jam,813304.5087900001
Daughter - Remastered,Pearl Jam,600599.97617
Better Man,Pearl Jam,565536.50349
Elderly Woman Behind the Counter in a Small Town - Remastered,Pearl Jam,310966.37352
"You're Gonna Go Far, Kid",The Offspring,2830918.85045
The Kids Aren't Alright,The Offspring,2508026.7337700003
Self Esteem,The Offspring,1777222.64941
Pretty Fly (For A White Guy),The Offspring,1407059.8669
Why Don't You Get A Job,The Offspring,1079188.45575
Come Out and Play,The Offspring,782193.5341
Want You Bad,The Offspring,668391.38775
All I Want,The Offspring,254805.97710999998
Gone Away - 1997,The Offspring,390296.00549
Staring At The Sun,The Offspring,218852.33956
Hurt,Johnny Cash,2203323.93842
Ring of Fire,Johnny Cash,1180533.73366
Highwayman,Johnny Cash,806271.5076
"Folsom Prison Blues - Live at Folsom State Prison, Folsom, CA - January 1968",Johnny Cash,643969.61409
